interview_date,quest_no,start,end,district,ward,village,years_farm,no_membrs,respondent_roof_type,respondent_wall_type,respondent_floor_type,buildings_in_compound,rooms,no_plots,no_enough_water,months_no_water,liv_owned,liv_count,poultry,items_owned,no_meals,months_lack_food,gps_Latitude,gps_Longitude,gps_Altitude,instanceID
16-Nov-16,64,2017-04-08T13:52:30.000Z,2017-04-08T14:02:24.000Z,Manica,Bandula,Chirodzo,1,6,grass,muddaub,earth,2,1,2,NULL,NULL,['goats'],1,yes,['bicycle' ;  'solar_torch' ;  'table' ;  'sofa_set' ;  'mobile_phone'],3,['Jan' ;  'Feb' ;  'Dec'],-19.1121962,33.48339576,704,uuid:28cfd718-bf62-4d90-8100-55fafbe45d06
16-Nov-16,65,2017-04-08T14:02:49.000Z,2017-04-08T14:15:45.000Z,Manica,Bandula,Chirodzo,20,8,mabatisloping,burntbricks,earth,2,3,2,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['motorcyle' ;  'radio' ;  'cow_plough' ;  'table'],3,['Jan' ;  'Feb' ;  'Mar'],-19.11221474,33.48341209,706,uuid:143f7478-0126-4fbc-86e0-5d324339206b
16-Nov-16,66,2017-04-08T21:09:38.000Z,2017-04-08T21:33:45.000Z,Manica,Bandula,Chirodzo,16,10,mabatipitched,burntbricks,cement,5,3,1,yes,['Aug' ;  'Sept' ;  'Oct'],['oxen' ;  'cows' ;  'goats' ;  'donkeys'],4,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],3,['none'],-19.1121722,33.48339142,702,uuid:a457eab8-971b-4417-a971-2e55b8702816
16-Nov-16,67,2017-04-08T21:34:23.000Z,2017-04-08T21:49:02.000Z,Manica,Bandula,Chirodzo,9,5,mabatipitched,burntbricks,cement,1,2,1,yes,['Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats' ;  'donkeys'],4,yes,['motorcyle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.11209398,33.48338805,717,uuid:6c15d667-2860-47e3-a5e7-7f679271e419
16-Nov-16,68,2017-04-08T21:49:40.000Z,2017-04-09T22:06:57.000Z,Manica,Bandula,Chirodzo,21,8,mabatipitched,burntbricks,earth,3,3,3,yes,['Nov' ;  'Dec'],['oxen' ;  'cows' ;  'goats'],3,yes,['motorcyle' ;  'television' ;  'sterio' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.11214985,33.4834782,710,uuid:ef04b3eb-b47d-412e-9b09-4f5e08fc66f9
16-Nov-16,69,2017-04-09T22:08:07.000Z,2017-04-09T22:21:08.000Z,Manica,Bandula,Chirodzo,12,4,grass,muddaub,earth,2,1,1,yes,['Nov' ;  'Dec'],['goats'],1,yes,['bicycle' ;  'radio' ;  'solar_torch' ;  'mobile_phone'],3,['none'],-19.11216693,33.48340465,708,uuid:f86933a5-12b8-4427-b821-43c5b039401d
16-Nov-16,70,2017-04-09T22:21:23.000Z,2017-04-09T22:40:57.000Z,Manica,Bandula,Chirodzo,20,8,mabatipitched,burntbricks,earth,2,2,3,yes,['Aug' ;  'Sept'],['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],2,['none'],-19.11217415,33.48341471,707,uuid:1feb0108-4599-4bf9-8a07-1f5e66a50a0a
18-Nov-16,71,2017-04-09T15:00:19.000Z,2017-04-09T15:19:22.000Z,Manica,Bandula,Ruaca,12,6,grass,burntbricks,earth,1,1,2,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'goats' ;  'poultry'],3,no,['radio' ;  'cow_plough' ;  'mobile_phone'],2,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],-19.11220603,33.48332601,696,uuid:761f9c49-ec93-4932-ba4c-cc7b78dfcef1
16-Nov-16,127,2017-04-09T05:16:06.000Z,2017-04-09T05:27:41.000Z,Manica,Bandula,Chirodzo,10,4,grass,burntbricks,earth,3,8,1,NULL,NULL,['pigs'],1,no,['mobile_phone'],2,['Aug' ;  'Sept' ;  'Oct'],-19.11221396,33.48341359,676,uuid:f6d04b41-b539-4e00-868a-0f62b427587d
23-Nov-16,133,2017-04-09T05:27:46.000Z,2017-04-09T05:43:51.000Z,Manica,Bandula,Ruaca,2,5,mabatisloping,burntbricks,earth,1,2,1,yes,['Nov'],['oxen' ;  'cows' ;  'goats' ;  'sheep' ;  'poultry'],5,yes,['cow_cart' ;  'car' ;  'lorry' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'electricity' ;  'table' ;  'sofa_set' ;  'mobile_phone' ;  'fridge'],3,['Jan' ;  'Oct' ;  'Nov'],-19.1041288,33.4777622,0,uuid:429d279a-a519-4dcc-9f64-4673b0fd5d53
24-Nov-16,152,2017-04-09T05:47:31.000Z,2017-04-09T06:16:11.000Z,Manica,Bandula,Ruaca,15,10,grass,burntbricks,cement,3,1,2,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['motorcyle' ;  'bicycle' ;  'radio' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.1121034,33.48344669,702,uuid:59738c17-1cda-49ee-a563-acd76f6bc487
24-Nov-16,153,2017-04-09T06:16:49.000Z,2017-04-09T06:28:48.000Z,Manica,Bandula,Ruaca,41,5,grass,burntbricks,earth,1,1,1,NULL,NULL,['goats'],1,yes,NULL,2,['Oct' ;  'Nov'],-19.11223572,33.48345393,691,uuid:7e7961ca-fa1c-4567-9bfa-a02f876e4e03
24-Nov-16,155,2017-04-09T06:35:16.000Z,2017-04-09T06:48:01.000Z,Manica,Bandula,God,5,4,grass,burntbricks,earth,2,1,2,NULL,NULL,['none'],1,yes,['electricity'],2,['Jan' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],-19.11220708,33.48342364,713,uuid:77b3021b-a9d6-4276-aaeb-5bfcfd413852
25-Nov-16,178,2017-04-09T06:54:49.000Z,2017-04-09T07:14:16.000Z,Manica,Bandula,Ruaca,20,5,mabatisloping,burntbricks,earth,1,2,3,yes,['Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,no,['radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.1123581,33.48355586,714,uuid:2186e2ec-f65a-47cc-9bc1-a0f36dd9591c
25-Nov-16,177,2017-04-09T07:59:49.000Z,2017-04-09T08:22:34.000Z,Manica,Bandula,God,11,10,grass,sunbricks,earth,2,1,2,yes,['Oct' ;  'Nov'],['oxen' ;  'cows'],2,yes,['motorcyle' ;  'television' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['Nov'],-19.1120537,33.48349493,713,uuid:87998c33-c8d2-49ec-9dae-c123735957ec
25-Nov-16,180,2017-04-09T08:23:05.000Z,2017-04-09T08:42:02.000Z,Manica,Bandula,Ruaca,4,7,grass,muddaub,earth,1,1,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_plough' ;  'solar_panel'],3,['Oct' ;  'Nov'],-19.11204921,33.48346659,701,uuid:ece89122-ea99-4378-b67e-a170127ec4e6
25-Nov-16,181,2017-04-09T08:43:08.000Z,2017-04-09T09:07:48.000Z,Manica,Bandula,God,20,11,mabatipitched,sunbricks,earth,4,2,1,yes,['Sept' ;  'Oct'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.11207501,33.48351086,701,uuid:bf373763-dca5-4906-901b-d1bacb4f0286
25-Nov-16,182,2017-04-09T09:08:04.000Z,2017-04-09T09:34:12.000Z,Manica,Bandula,God,20,7,mabatipitched,muddaub,earth,2,3,1,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows'],2,yes,['solar_panel'],3,['Jan' ;  'Feb' ;  'Nov' ;  'Dec'],-19.11204151,33.48345447,694,uuid:394033e8-a6e2-4e39-bfac-458753a1ed78
28-Nov-16,186,2017-04-09T15:20:26.000Z,2017-04-09T15:46:14.000Z,Manica,Manica,God,24,7,grass,muddaub,earth,1,1,1,yes,['Sept' ;  'Oct'],['oxen' ;  'cows'],2,no,['cow_plough' ;  'mobile_phone'],3,['none'],-19.11232028,33.48346266,690,uuid:268bfd97-991c-473f-bd51-bc80676c65c6
28-Nov-16,187,2017-04-09T15:48:14.000Z,2017-04-09T16:12:46.000Z,Manica,Bandula,God,1,5,grass,muddaub,earth,3,2,2,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],3,['none'],-19.1122345,33.48349248,691,uuid:0a42c9ee-a840-4dda-8123-15c1bede5dfc
28-Nov-16,195,2017-04-09T16:13:19.000Z,2017-04-09T16:35:24.000Z,Manica,Bandula,God,7,5,grass,burntbricks,earth,3,1,3,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'poultry'],3,no,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_torch'],2,['Sept' ;  'Oct' ;  'Nov'],-19.11220559,33.48342104,706,uuid:2c132929-9c8f-450a-81ff-367360ce2c19
28-Nov-16,196,2017-04-09T18:00:41.000Z,2017-04-09T18:31:40.000Z,Manica,Bandula,God,21,7,mabatisloping,burntbricks,earth,2,2,2,yes,['Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['radio' ;  'cow_plough' ;  'mobile_phone'],3,['none'],-19.11220357,33.48340018,694,uuid:44e427d1-a448-4bf2-b529-7d67b2266c06
28-Nov-16,197,2017-04-09T18:32:09.000Z,2017-04-09T19:14:52.000Z,Manica,Bandula,God,11,5,mabatisloping,burntbricks,cement,1,2,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_torch' ;  'table' ;  'mobile_phone'],2,['Nov'],-19.11218716,33.4833828,714,uuid:85c99fd2-775f-40c9-8654-68223f59d091
28-Nov-16,198,2017-04-09T19:15:21.000Z,2017-04-09T19:27:56.000Z,Manica,Bandula,God,11,3,grass,burntbricks,earth,1,1,2,yes,['Jan' ;  'Dec'],['none'],1,yes,NULL,3,['Nov'],-19.11212338,33.48338774,716,uuid:28c64954-739c-444c-a6e0-355878e471c8
21-Nov-16,201,2017-04-09T19:31:47.000Z,2017-04-09T19:45:38.000Z,Manica,Bandula,God,6,4,grass,muddaub,earth,1,2,2,NULL,NULL,['oxen' ;  'cows'],2,yes,['bicycle' ;  'radio' ;  'solar_torch' ;  'mobile_phone'],2,['Oct' ;  'Nov' ;  'Dec'],-19.11217226,33.48338504,685,uuid:9e79a31c-3ea5-44f0-80f9-a32db49422e3
17-Nov-16,202,2017-04-09T19:48:09.000Z,2017-04-09T20:08:15.000Z,Manica,Bandula,God,12,12,mabatisloping,burntbricks,cement,2,4,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Jan' ;  'Feb' ;  'Mar' ;  'Oct' ;  'Nov' ;  'Dec'],-19.11218863,33.48340466,705,uuid:06d39051-38ef-4757-b68b-3327b1f16b9d
26-Apr-17,72,2017-04-26T15:46:24.000Z,2017-04-26T16:13:33.000Z,Manica,Bandula,Ruaca,24,6,grass,muddaub,earth,2,1,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['bicycle' ;  'radio' ;  'cow_plough'],2,['Jan' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],-19.11221489,33.48347358,716,uuid:c4a2c982-244e-45a5-aa4b-71fa53f99e18
26-Apr-17,73,2017-04-26T16:13:50.000Z,2017-04-26T16:45:01.000Z,Manica,Bandula,Ruaca,6,7,mabatisloping,burntbricks,cement,2,2,3,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],3,['Jan' ;  'Sept' ;  'Oct'],-19.11219747,33.48341488,714,uuid:ac3da862-9e6c-4962-94b6-f4c31624f207
26-Apr-17,76,2017-04-26T16:45:28.000Z,2017-04-26T17:26:21.000Z,Manica,Bandula,Ruaca,22,17,mabatipitched,burntbricks,cement,5,2,6,yes,['Sept' ;  'Oct'],['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,yes,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.11220193,33.48341762,702,uuid:4178a296-903a-4a8e-9cfa-0cd6143476e8
27-Apr-17,83,2017-04-27T12:27:31.000Z,2017-04-27T12:56:42.000Z,Manica,Bandula,Ruaca,17,5,mabatisloping,burntbricks,earth,2,1,2,yes,['Aug' ;  'Sept' ;  'Oct'],['oxen' ;  'cows'],2,no,['radio' ;  'cow_plough' ;  'solar_torch'],2,['Aug' ;  'Sept' ;  'Oct'],,33.48349754,693,uuid:a1e9df00-c8ae-411c-931c-c7df898c68d0
27-Apr-17,85,2017-04-27T12:58:02.000Z,2017-04-27T13:23:06.000Z,Manica,Bandula,Ruaca,12,7,grass,sunbricks,earth,3,1,3,yes,['Sept' ;  'Oct'],['oxen' ;  'cows'],2,yes,['radio' ;  'cow_plough'],2,['Oct' ;  'Nov'],-19.11235114,33.48358508,697,uuid:4d0f472b-f8ae-4026-87c9-6b5be14b0a70
27-Apr-17,89,2017-04-27T16:11:23.000Z,2017-04-27T16:41:41.000Z,Manica,Bandula,God,10,5,mabatisloping,burntbricks,cement,2,2,2,yes,['Sept' ;  'Oct'],['oxen' ;  'cows' ;  'goats'],3,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Oct' ;  'Nov'],-19.11231667,33.48348329,710,uuid:b3b309c6-f234-4830-8b30-87d26a17ee1d
27-Apr-17,101,2017-04-27T16:42:02.000Z,2017-04-27T18:11:54.000Z,Manica,Bandula,God,10,3,grass,muddaub,earth,1,1,2,yes,['Sept' ;  'Oct' ;  'Nov'],['goats'],1,no,['bicycle' ;  'solar_torch'],3,['Sept' ;  'Oct' ;  'Nov'],-19.11223501,33.48341767,702,uuid:3c174acd-e431-4523-9ad6-eb14cddca805
27-Apr-17,103,2017-04-27T17:38:53.000Z,2017-04-27T18:09:45.000Z,Manica,Bandula,Ruaca,50,6,mabatisloping,sunbricks,earth,2,1,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats' ;  'pigs' ;  'poultry'],5,yes,['cow_cart' ;  'cow_plough' ;  'solar_panel' ;  'sofa_set' ;  'mobile_phone'],3,['Jan' ;  'Feb' ;  'Dec'],-19.11219049,33.48337002,712,uuid:e9d79844-ef14-493b-bbd6-d13691cc660e
28-Apr-17,102,2017-04-28T06:27:07.000Z,2017-04-28T06:52:04.000Z,Manica,Bandula,Ruaca,15,12,mabatisloping,burntbricks,earth,3,2,2,yes,['Aug' ;  'Sept' ;  'Oct'],['cows' ;  'goats'],2,no,['cow_plough' ;  'table' ;  'sofa_set' ;  'mobile_phone'],3,['Jan' ;  'Feb'],-19.04413333,33.40388996,691,uuid:76206b0b-af74-4344-b24f-81e839f0d7b0
28-Apr-17,78,2017-04-28T07:09:39.000Z,2017-04-28T07:31:38.000Z,Manica,Bandula,Ruaca,20,6,mabatipitched,burntbricks,earth,2,1,2,yes,['Aug' ;  'Sept'],['oxen' ;  'cows'],2,no,['cow_plough'],2,['Aug' ;  'Sept' ;  'Oct'],-19.04402591,33.40398184,723,uuid:da3fa7cc-5ce9-44fd-9a78-b8982b607515
28-Apr-17,80,2017-04-28T09:01:47.000Z,2017-04-28T09:25:51.000Z,Manica,Bandula,Ruaca,12,5,mabatipitched,muddaub,earth,1,1,1,yes,['Sept' ;  'Oct' ;  'Nov'],['none'],1,yes,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch'],3,['none'],-19.04415001,33.40390046,689,uuid:a85df6df-0336-46fa-a9f4-522bf6f8b438
28-Apr-17,104,2017-04-28T14:25:13.000Z,2017-04-28T15:18:10.000Z,Manica,Bandula,Ruca,35,14,grass,sunbricks,cement,4,1,4,yes,['Aug' ;  'Sept'],['oxen' ;  'cows' ;  'goats' ;  'pigs'],4,yes,['cow_cart' ;  'bicycle' ;  'cow_plough'],3,['Jan' ;  'Feb' ;  'Dec'],-19.11225606,33.4833734,711,uuid:bb2bb365-7d7d-4fe9-9353-b21269676119
28-Apr-17,105,2017-04-28T15:32:38.000Z,2017-04-28T15:58:10.000Z,Manica,Bandula,Ruaca,20,6,mabatisloping,sunbricks,earth,2,1,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['cows' ;  'poultry'],2,yes,['motorcyle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['Jan' ;  'Feb' ;  'Dec'],-19.11221203,33.48350526,735,uuid:af0904ee-4fdb-4090-973f-599c81ddf022
30-Apr-17,106,2017-04-30T05:51:18.000Z,2017-04-30T06:47:01.000Z,Manica,Bandula,God,22,15,mabatisloping,sunbricks,cement,4,5,5,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows'],2,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'radio' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Oct' ;  'Nov' ;  'Dec'],-19.11220965,33.48340866,709,uuid:468797c1-4a65-4f35-9c83-e28ce46972a2
3-May-17,109,2017-05-03T13:14:43.000Z,2017-05-03T13:37:53.000Z,Manica,Bandula,God,12,4,grass,sunbricks,earth,1,1,3,NULL,NULL,['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'table'],3,['July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov'],-19.11222402,33.48338036,699,uuid:602cd3f6-4a97-49c6-80e3-bcfd5c78dfa4
3-May-17,110,2017-05-03T13:37:57.000Z,2017-05-03T13:58:06.000Z,Manica,Bandula,Ruaca,22,6,mabatisloping,sunbricks,cement,2,3,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['bicycle' ;  'radio' ;  'cow_plough' ;  'table' ;  'mobile_phone'],2,['none'],-19.11219756,33.48339714,704,uuid:e7c51ac4-24e4-475e-88e7-f85e896945e3
3-May-17,113,2017-05-03T14:00:13.000Z,2017-05-03T14:27:03.000Z,Manica,Bandula,Ruaca,16,11,mabatisloping,burntbricks,cement,2,3,3,yes,['Sept' ;  'Oct'],['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,no,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['none'],-19.11222682,33.48340708,706,uuid:01210861-aba1-4268-98d0-0260e05f5155
4-May-17,118,2017-05-04T10:26:35.000Z,2017-05-04T10:46:35.000Z,Manica,Bandula,Ruaca,6,5,grass,muddaub,earth,2,1,1,NULL,NULL,['none'],1,yes,['radio' ;  'solar_torch' ;  'mobile_phone'],3,['Oct' ;  'Nov' ;  'Dec'],-19.11220573,33.48344178,713,uuid:77335b2e-8812-4a35-b1e5-ca9ab626dfea
4-May-17,125,2017-05-04T10:47:05.000Z,2017-05-04T11:16:05.000Z,Manica,Bandula,Ruaca,7,5,mabatisloping,burntbricks,earth,1,1,3,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows'],2,no,['bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'mobile_phone'],3,['Jan' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],-19.11218005,33.4834101,682,uuid:02b05c68-302e-4e7a-b229-81cb1377fd29
4-May-17,119,2017-05-04T11:16:57.000Z,2017-05-04T11:38:38.000Z,Manica,Bandula,Ruaca-Nhamuenda,14,3,grass,muddaub,earth,4,1,2,no,NULL,['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,no,['bicycle' ;  'cow_plough' ;  'solar_panel' ;  'mobile_phone'],3,['none'],-19.11225658,33.48334839,706,uuid:fa201fce-4e94-44b8-b435-c558c2e1ed55
11-May-17,115,2017-05-11T05:24:25.000Z,2017-05-11T05:41:56.000Z,Manica,Bandula,Ruaca - Nhamuenda,16,4,mabatisloping,sunbricks,cement,3,2,2,NULL,NULL,['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['none'],-19.1114691,33.4761047,0,uuid:628fe23d-188f-43e4-a203-a4bf3257d461
11-May-17,108,2017-05-11T05:42:08.000Z,2017-05-11T06:08:58.000Z,Manica,Bandula,God,22,15,mabatisloping,burntbricks,cement,3,2,3,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats' ;  'poultry'],4,yes,['cow_cart' ;  'bicycle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'table' ;  'mobile_phone'],3,['Aug' ;  'Sept' ;  'Oct' ;  'Nov'],-19.1114691,33.4761047,0,uuid:e4f4d6ba-e698-45a5-947f-ba6da88cc22b
11-May-17,116,2017-05-11T06:09:56.000Z,2017-05-11T06:22:19.000Z,Manica,Bandula,Ruaca-Nhamuenda,21,5,grass,burntbricks,cement,2,3,1,NULL,NULL,['oxen' ;  'cows' ;  'goats'],3,yes,['motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Jan' ;  'Nov' ;  'Dec'],-19.1114691,33.4761047,0,uuid:cfee6297-2c0e-4f8a-94cc-9aaee0bd64cb
11-May-17,117,2017-05-11T06:28:02.000Z,2017-05-11T06:55:35.000Z,Manica,Bandula,Ruaca-Nhamuenda,1,10,grass,muddaub,cement,1,4,1,NULL,NULL,['none'],1,yes,['motorcyle' ;  'television' ;  'radio' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Jan' ;  'Feb' ;  'Nov' ;  'Dec'],-19.1114691,33.4761047,0,uuid:3fe626b3-c794-48e1-a80f-5bfe440c507b
18-May-17,144,2017-05-18T04:36:23.000Z,2017-05-18T05:02:38.000Z,Manica,Bandula,Ruca,5,7,mabatisloping,burntbricks,cement,3,4,2,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats' ;  'sheep'],4,yes,['cow_cart' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],2,['none'],,33.48342233,710,uuid:0670cef6-d233-4852-89d8-36955261b0a3
18-May-17,143,2017-05-18T05:55:04.000Z,2017-05-18T06:37:10.000Z,Manica,Bandula,Ruaca,24,10,grass,burntbricks,earth,3,2,3,yes,['Sept' ;  'Oct' ;  'Nov'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'motorcyle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_torch' ;  'table' ;  'mobile_phone'],3,['Jan' ;  'Dec'],-19.1124845,33.4763322,0,uuid:9a096a12-b335-468c-b3cc-1191180d62de
18-May-17,150,2017-05-18T10:37:37.000Z,2017-05-18T10:56:00.000Z,MAN,Bandula,Ruaca,8,7,grass,muddaub,earth,2,1,2,yes,['Apr' ;  'May' ;  'June' ;  'July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov'],['cows'],1,no,['mobile_phone'],3,['Sept' ;  'Oct' ;  'Nov'],-19.11147739,33.47618369,709,uuid:92613d0d-e7b1-4d62-8ea4-451d7cd0a982
18-May-17,159,2017-05-18T10:56:16.000Z,2017-05-18T11:07:35.000Z,MAN,Bandula,God,17,4,grass,sunbricks,earth,2,1,2,no,NULL,['none'],1,no,['radio' ;  'solar_panel' ;  'solar_torch'],3,['Sept' ;  'Oct' ;  'Nov'],-19.11149498,33.47617506,712,uuid:37577f91-d665-443e-8d70-b914954cef4b
3-Jun-17,160,2017-06-03T05:08:49.000Z,2017-06-03T05:32:19.000Z,MAN,Bandula,God,3,7,mabatisloping,burntbricks,earth,2,2,3,yes,['Jan' ;  'Dec'],['oxen' ;  'cows'],2,yes,['cow_cart' ;  'cow_plough' ;  'solar_torch' ;  'mobile_phone'],2,['Nov'],-19.11218456,33.4834495,711,uuid:f22831ec-6bc3-4b73-9197-4b01e01abb66
3-Jun-17,165,2017-06-03T05:32:33.000Z,2017-06-03T05:51:49.000Z,MAN,Bandula,Ruaca,14,9,grass,burntbricks,earth,1,1,2,yes,['Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['oxen' ;  'cows' ;  'goats'],3,yes,['cow_cart' ;  'motorcyle' ;  'bicycle' ;  'television' ;  'radio' ;  'cow_plough' ;  'solar_torch' ;  'electricity' ;  'table' ;  'sofa_set' ;  'mobile_phone' ;  'fridge'],3,['none'],-19.11217437,33.48346513,708,uuid:62f3f7af-f0f3-4f88-b9e0-acf8baa49ae4
3-Jun-17,166,2017-06-03T05:53:28.000Z,2017-06-03T06:25:06.000Z,MAN,Bandula,Ruaca,16,11,grass,muddaub,earth,2,1,3,yes,['Aug' ;  'Sept' ;  'Oct'],['goats'],1,yes,['bicycle' ;  'solar_torch' ;  'mobile_phone'],2,['Feb' ;  'Mar'],-19.1138589,33.4826653,0,uuid:40aac732-94df-496c-97ba-5b67f59bcc7a
3-Jun-17,167,2017-06-03T06:25:09.000Z,2017-06-03T06:45:06.000Z,MAN,Bandula,Ruaca,16,8,grass,muddaub,earth,5,1,2,yes,['July' ;  'Aug' ;  'Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['oxen' ;  'cows' ;  'goats'],3,yes,['motorcyle' ;  'radio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'mobile_phone'],2,['Jan' ;  'Nov' ;  'Dec'],-19.1149887,33.4882685,0,uuid:a9d1a013-043b-475d-a71b-77ed80abe970
3-Jun-17,174,2017-06-03T06:50:47.000Z,2017-06-03T07:20:21.000Z,MAN,Bandula,Ruaca,13,12,grass,burntbricks,cement,2,2,3,yes,['Sept' ;  'Oct' ;  'Nov' ;  'Dec'],['oxen' ;  'cows' ;  'goats'],3,yes,['car' ;  'lorry' ;  'motorcyle' ;  'radio' ;  'sterio' ;  'cow_plough' ;  'solar_panel' ;  'solar_torch' ;  'table' ;  'sofa_set' ;  'mobile_phone' ;  'fridge'],3,['Jan' ;  'Feb' ;  'Dec'],-19.11216751,33.48340539,703,uuid:43ec6132-478c-4f87-878d-fb3c0c4d0c74
